NAME,Sample,Flow,Temperature,Treatment,FlumeID,Time,Run,Year,Succession,TAD,Primers,Type,ChlA,BA,pH,C25,O2,Temp,Turbidity,pCO2,Fluoride,Chloride,Nitrite,Bromide,Nitrate,Sulfate,Lithium,Sodium,Ammonium,Magnesium,Potassium,Calcium,Strontium,PO4,NH4,NO3,NO2,DOC
X162C_162C_NSE727.NSE515,Iw212022,Intermittent,warm,Iw,6,21,42,2022,96,10,18S,Biofilm,0.657748,38977633.48,8.146,397,9.44,11.5,156.6,503,13,546,4,4.5,341,91473,11,1622,15,9367,384.5,65606.5,766.5,8.15,15.4,371.8,1.73,203.7
X170A_170A_NSE728.NSE515,Iw222022,Intermittent,warm,Iw,4,22,38,2022,103,17,18S,Biofilm,0.548704389,46324458.87,8.422,443,10.73,5,6.4,530,15,648.5,2.5,4,353.5,104209,11.5,1835.5,19.5,10368,344,73812.5,880,NA,NA,NA,NA,129.33
X170B_170B_NSE728.NSE515,Iw222022,Intermittent,warm,Iw,5,22,40,2022,103,17,18S,Biofilm,NA,35237012.99,8.422,443,10.73,5,6.4,530,15,648.5,2.5,4,353.5,104209,11.5,1835.5,19.5,10368,344,73812.5,880,NA,NA,NA,NA,129.33
X170C_170C_NSE728.NSE515,Iw222022,Intermittent,warm,Iw,6,22,42,2022,103,17,18S,Biofilm,0.547963556,52146248.2,8.422,443,10.73,5,6.4,530,15,648.5,2.5,4,353.5,104209,11.5,1835.5,19.5,10368,344,73812.5,880,NA,NA,NA,NA,129.33
X18A_18A_NSE719.NSE515,Iw32022,Intermittent,warm,Iw,4,3,37,2022,14,NA,18S,Biofilm,0.231874667,4757647.908,8.263,314,10.13,9,27.2,452,11,205,2.5,2.5,341,61587.5,8,1006,7.5,7021.5,193.5,52345,627,16.28,13.25,460.5,3.25,114.3
X18B_18B_NSE719.NSE503,Iw32022,Intermittent,warm,Iw,5,3,39,2022,14,NA,18S,Biofilm,0.2357905,5312698.413,8.263,314,10.13,9,27.2,452,11,205,2.5,2.5,341,61587.5,8,1006,7.5,7021.5,193.5,52345,627,16.28,13.25,460.5,3.25,114.3
X18C_18C_NSE719.NSE515,Iw32022,Intermittent,warm,Iw,6,3,41,2022,14,NA,18S,Biofilm,0.168656889,9355194.805,8.263,314,10.13,9,27.2,452,11,205,2.5,2.5,341,61587.5,8,1006,7.5,7021.5,193.5,52345,627,16.28,13.25,460.5,3.25,114.3
X26A_26A_NSE720.NSE515,Iw42022,Intermittent,warm,Iw,4,4,37,2022,19,NA,18S,Biofilm,0.404594667,8896103.896,8.203,314,10.28,9.3,36.3,451,11,212.5,2,2,419.5,61483,8,1012,10,6945.5,228.5,52359,535,NA,NA,NA,NA,137.3
X26B_26B_NSE721.NSE503,Iw42022,Intermittent,warm,Iw,5,4,39,2022,19,NA,18S,Biofilm,0.451020222,13921067.82,8.203,314,10.28,9.3,36.3,451,11,212.5,2,2,419.5,61483,8,1012,10,6945.5,228.5,52359,535,NA,NA,NA,NA,137.3
X26C_26C_NSE720.NSE515,Iw42022,Intermittent,warm,Iw,6,4,41,2022,19,NA,18S,Biofilm,0.399691056,16654040.4,8.203,314,10.28,9.3,36.3,451,11,212.5,2,2,419.5,61483,8,1012,10,6945.5,228.5,52359,535,NA,NA,NA,NA,137.3
X2A_2A_NSE716.NSE515,Iw12022,Intermittent,warm,Iw,4,1,37,2022,5,NA,18S,Biofilm,0.032202444,1095021.645,8.279,288,9.78,10.8,25.57,474,10,190.5,5.5,1.5,338.5,53320.5,8,943,8,6371,212,49693,544,NA,NA,NA,NA,NA
X2B_2B_NSE716.NSE503,Iw12022,Intermittent,warm,Iw,5,1,39,2022,5,NA,18S,Biofilm,0.0478305,1224891.775,8.279,288,9.78,10.8,25.57,474,10,190.5,5.5,1.5,338.5,53320.5,8,943,8,6371,212,49693,544,NA,NA,NA,NA,NA
X2C_2C_NSE716.NSE515,Iw12022,Intermittent,warm,Iw,6,1,41,2022,5,NA,18S,Biofilm,0.037917444,1673376.623,8.279,288,9.78,10.8,25.57,474,10,190.5,5.5,1.5,338.5,53320.5,8,943,8,6371,212,49693,544,NA,NA,NA,NA,NA
X34A_34A_NSE721.NSE515,Iw52022,Intermittent,warm,Iw,4,5,37,2022,24,1,18S,Biofilm,1.085138278,14072655.12,8.326,338,9.94,10.9,35.7,537,11,242,0,2.5,364,69801,10,1096,11,7617.5,230,56536.5,618.5,NA,NA,NA,NA,191.3
X34B_34B_NSE722.NSE503,Iw52022,Intermittent,warm,Iw,5,5,39,2022,24,1,18S,Biofilm,1.105176056,13166450.22,8.326,338,9.94,10.9,35.7,537,11,242,0,2.5,364,69801,10,1096,11,7617.5,230,56536.5,618.5,NA,NA,NA,NA,191.3
X34C_34C_NSE721.NSE515,Iw52022,Intermittent,warm,Iw,6,5,41,2022,24,1,18S,Biofilm,0.760970778,15413564.21,8.326,338,9.94,10.9,35.7,537,11,242,0,2.5,364,69801,10,1096,11,7617.5,230,56536.5,618.5,NA,NA,NA,NA,191.3
X42A_42A_NSE722.NSE515,Iw62022,Intermittent,warm,Iw,4,6,37,2022,26,3,18S,Biofilm,0.591849111,18337662.34,8.328,348,10.52,8.9,14.5,416,11.5,249,3,1.5,352,73308,11,1114,11.5,7843.5,231,58267.5,649,NA,NA,NA,NA,108
X42B_42B_NSE723.NSE503,Iw62022,Intermittent,warm,Iw,5,6,39,2022,26,3,18S,Biofilm,0.828280778,21833543.77,8.328,348,10.52,8.9,14.5,416,11.5,249,3,1.5,352,73308,11,1114,11.5,7843.5,231,58267.5,649,NA,NA,NA,NA,108
X42C_42C_NSE722.NSE515,Iw62022,Intermittent,warm,Iw,6,6,41,2022,26,3,18S,Biofilm,1.186244389,16972510.82,8.328,348,10.52,8.9,14.5,416,11.5,249,3,1.5,352,73308,11,1114,11.5,7843.5,231,58267.5,649,NA,NA,NA,NA,108
X50A_50A_NSE723.NSE515,Iw72022,Intermittent,warm,Iw,4,7,37,2022,28,5,18S,Biofilm,1.144581333,17441151.6,8.336,357,10.36,9.6,21.2,432,11,263,0,2,335,75400.5,14,1164,12,8141.5,252.5,60386.5,696.5,NA,NA,NA,NA,122.3
X50B_50B_NSE724.NSE503,Iw72022,Intermittent,warm,Iw,5,7,39,2022,28,5,18S,Biofilm,0.817274111,23339898.99,8.336,357,10.36,9.6,21.2,432,11,263,0,2,335,75400.5,14,1164,12,8141.5,252.5,60386.5,696.5,NA,NA,NA,NA,122.3
X50C_50C_NSE723.NSE515,Iw72022,Intermittent,warm,Iw,6,7,41,2022,28,5,18S,Biofilm,1.052224111,14057567.74,8.336,357,10.36,9.6,21.2,432,11,263,0,2,335,75400.5,14,1164,12,8141.5,252.5,60386.5,696.5,NA,NA,NA,NA,122.3
X58A_58A_NSE724.NSE515,Iw82022,Intermittent,warm,Iw,4,8,37,2022,33,10,18S,Biofilm,1.489739111,19033477.63,8.344,362,10.02,11.4,24.9,448,11,282.5,0,1.5,337,77466.5,10.5,1195,18,8227,240,61023,678.5,NA,NA,NA,NA,80
X58B_58B_NSE726.NSE503,Iw82022,Intermittent,warm,Iw,5,8,39,2022,33,10,18S,Biofilm,1.0409705,23706493.51,8.344,362,10.02,11.4,24.9,448,11,282.5,0,1.5,337,77466.5,10.5,1195,18,8227,240,61023,678.5,NA,NA,NA,NA,80
X58C_58C_NSE724.NSE515,Iw82022,Intermittent,warm,Iw,6,8,41,2022,33,10,18S,Biofilm,1.072791056,18808802.31,8.344,362,10.02,11.4,24.9,448,11,282.5,0,1.5,337,77466.5,10.5,1195,18,8227,240,61023,678.5,NA,NA,NA,NA,80
X66A_66A_NSE726.NSE515,Iw92022,Intermittent,warm,Iw,4,9,37,2022,38,1,18S,Biofilm,0.350019944,15680014.43,8.375,361,9.16,13.7,47.1,491,11,294,4,2,325,76707.5,9.5,1233.5,15,8357.5,287,61379,711,4.76,16.91,446.13,1.04,107.6
X66B_66B_NSE727.NSE503,Iw92022,Intermittent,warm,Iw,5,9,39,2022,38,1,18S,Biofilm,0.251101056,10329581.53,8.375,361,9.16,13.7,47.1,491,11,294,4,2,325,76707.5,9.5,1233.5,15,8357.5,287,61379,711,4.76,16.91,446.13,1.04,107.6
X66C_66C_NSE726.NSE515,Iw92022,Intermittent,warm,Iw,6,9,41,2022,38,1,18S,Biofilm,0.354288556,12398917.75,8.375,361,9.16,13.7,47.1,491,11,294,4,2,325,76707.5,9.5,1233.5,15,8357.5,287,61379,711,4.76,16.91,446.13,1.04,107.6
X74A_74A_NSE727.NSE515,Iw102022,Intermittent,warm,Iw,4,10,37,2022,40,3,18S,Biofilm,0.177899667,11602260.7,8.409,358,9.06,13.3,66.3,424,11,303.5,3,2,313,77076.5,9,1236.5,6,8149.5,277,60189,693.5,NA,NA,NA,NA,157.3
X74B_74B_NSE728.NSE503,Iw102022,Intermittent,warm,Iw,5,10,39,2022,40,3,18S,Biofilm,0.322573833,15073172.2,8.409,358,9.06,13.3,66.3,424,11,303.5,3,2,313,77076.5,9,1236.5,6,8149.5,277,60189,693.5,NA,NA,NA,NA,157.3
X74C_74C_NSE727.NSE515,Iw102022,Intermittent,warm,Iw,6,10,41,2022,40,3,18S,Biofilm,0.209543833,9175829.726,8.409,358,9.06,13.3,66.3,424,11,303.5,3,2,313,77076.5,9,1236.5,6,8149.5,277,60189,693.5,NA,NA,NA,NA,157.3
X82A_82A_NSE728.NSE515,Iw112022,Intermittent,warm,Iw,4,11,37,2022,42,5,18S,Biofilm,0.493177167,30194011.54,8.273,367,9.49,10.9,50.5,483,11,317.5,4,2.5,332,78732,8.5,1274,NA,8387.5,249.5,59365.5,677,NA,NA,NA,NA,154.3
X82B_82B_NSE729.NSE503,Iw112022,Intermittent,warm,Iw,5,11,39,2022,42,5,18S,Biofilm,0.2224555,19887301.59,8.273,367,9.49,10.9,50.5,483,11,317.5,4,2.5,332,78732,8.5,1274,NA,8387.5,249.5,59365.5,677,NA,NA,NA,NA,154.3
X82C_82C_NSE728.NSE515,Iw112022,Intermittent,warm,Iw,6,11,41,2022,42,5,18S,Biofilm,0.293046333,29761255.41,8.273,367,9.49,10.9,50.5,483,11,317.5,4,2.5,332,78732,8.5,1274,NA,8387.5,249.5,59365.5,677,NA,NA,NA,NA,154.3
X90A_90A_NSE716.NSE515,Iw122022,Intermittent,warm,Iw,4,12,38,2022,47,10,18S,Biofilm,0.592801611,35189610.39,8.379,375,9.34,10.8,53.9,655,12,335.5,7,2,325.5,81561.5,12.5,1501.5,15.5,8781.5,273,63219,732,NA,NA,NA,NA,119
X90B_90B_NSE716.NSE515,Iw122022,Intermittent,warm,Iw,5,12,40,2022,47,10,18S,Biofilm,0.428442444,24172871.57,8.379,375,9.34,10.8,53.9,655,12,335.5,7,2,325.5,81561.5,12.5,1501.5,15.5,8781.5,273,63219,732,NA,NA,NA,NA,119
X90C_90C_NSE716.NSE515,Iw122022,Intermittent,warm,Iw,6,12,42,2022,47,10,18S,Biofilm,0.211907444,37077128.43,8.379,375,9.34,10.8,53.9,655,12,335.5,7,2,325.5,81561.5,12.5,1501.5,15.5,8781.5,273,63219,732,NA,NA,NA,NA,119
X98A_98A_NSE718.NSE515,Iw132022,Intermittent,warm,Iw,4,13,38,2022,54,17,18S,Biofilm,0.281334111,43709956.71,8.357,378,9.49,10.8,101.3,558,12,379,3.5,2,320,84024.5,16,1388.5,8,8839.5,298,64924,752.5,NA,NA,NA,NA,142
X98B_98B_NSE718.NSE515,Iw132022,Intermittent,warm,Iw,5,13,40,2022,54,17,18S,Biofilm,0.335450222,30987157.29,8.357,378,9.49,10.8,101.3,558,12,379,3.5,2,320,84024.5,16,1388.5,8,8839.5,298,64924,752.5,NA,NA,NA,NA,142
X98C_98C_NSE718.NSE515,Iw132022,Intermittent,warm,Iw,6,13,42,2022,54,17,18S,Biofilm,0.984243833,27380735.93,8.357,378,9.49,10.8,101.3,558,12,379,3.5,2,320,84024.5,16,1388.5,8,8839.5,298,64924,752.5,NA,NA,NA,NA,142
A02_A02_NSE701.NSE502,Iw12021,Intermittent,warm,Iw,4,1,35,2021,4,NA,18S,Biofilm,0.023647583,874504.4613,8.468,359,9.89,9.2,9.6,NA,0.011,0.2305,0.0005,0.002,0.2865,78.4475,NA,1.107,NA,8.341,0.2435,61.0565,0.725,NA,NA,NA,NA,150.33
A10_A10_NSE701.NSE506,Iw22021,Intermittent,warm,Iw,4,2,35,2021,8,NA,18S,Biofilm,0.045502167,3316748.15,8.372,359,9.89,9.2,9.6,NA,0.011,0.2305,0.0005,0.002,0.2865,78.4475,NA,1.107,NA,8.341,0.2435,61.0565,0.725,NA,NA,NA,NA,150.33
A18_A18_NSE701.NSE511,Iw32021,Intermittent,warm,Iw,4,3,35,2021,11,NA,18S,Biofilm,0.118103833,3059469.7,8.405,359,9.89,9.2,9.6,NA,0.011,0.2305,0.0005,0.002,0.2865,78.4475,NA,1.107,NA,8.341,0.2435,61.0565,0.725,NA,NA,NA,NA,150.33
A26_A26_NSE702.NSE506,Iw42021,Intermittent,warm,Iw,4,4,35,2021,16,NA,18S,Biofilm,0.10037675,1605291.5,8.388,360,9.83,6.9,9.2,NA,0.011,0.275,0.001,0.002,0.288,78.6775,NA,1.1085,0.0335,8.338,0.244,61.1495,0.7365,NA,NA,NA,NA,212.33
A82_A82_NSE705.NSE511,Iw112021,Intermittent,warm,Iw,4,11,35,2021,49,15,18S,Biofilm,0.776916333,3950363.8,NA,368,10.09,7.6,13.8,NA,0.011,0.257,0.0015,0.0025,0.2985,81.9025,NA,1.155,NA,8.5185,0.2525,62.7055,0.711,NA,NA,NA,NA,150
B02_B02_NSE706.NSE506,Iw12021,Intermittent,warm,Iw,5,1,35,2021,4,NA,18S,Biofilm,0.019467167,2101767.68,8.468,372,8.99,12.4,14.8,NA,0.011,0.27,0.002,0.002,0.266,83.7955,NA,1.191,0.0125,8.72,0.2935,63.753,0.8065,NA,NA,NA,NA,186.33
B10_B10_NSE706.NSE511,Iw22021,Intermittent,warm,Iw,5,2,35,2021,8,NA,18S,Biofilm,0.057302583,30661090.74,8.372,368,10.17,6,11.6,NA,0.011,0.2545,0.0015,0.002,0.299,81.817,NA,1.142,0.0055,8.468,0.252,62.335,0.728,NA,NA,NA,NA,134.33
B18_B18_NSE707.NSE506,Iw32021,Intermittent,warm,Iw,5,3,35,2021,11,NA,18S,Biofilm,0.1443505,18223775.45,8.405,372,8.99,12.4,14.8,NA,0.011,0.27,0.002,0.002,0.266,83.7955,NA,1.191,0.0125,8.72,0.2935,63.753,0.8065,NA,NA,NA,NA,186.33
B26_B26_NSE707.NSE511,Iw42021,Intermittent,warm,Iw,5,4,35,2021,16,NA,18S,Biofilm,0.146520083,1692803.03,8.388,372,8.99,12.4,14.8,NA,0.011,0.27,0.002,0.002,0.266,83.7955,NA,1.191,0.0125,8.72,0.2935,63.753,0.8065,NA,NA,NA,NA,186.33
B34_B34_NSE710.NSE506,Iw52021,Intermittent,warm,Iw,5,5,,2021,21,1,18S,Biofilm,0.0586255,10035205.56,8.395,373,9.04,10.6,15.4,NA,0.0115,0.271,0.003,0.0025,0.267,84.527,NA,1.1875,0.008,8.6985,0.2695,63.634,0.747,NA,NA,NA,NA,170.67
B42_B42_NSE710.NSE511,Iw62021,Intermittent,warm,Iw,5,6,,2021,25,5,18S,Biofilm,0.022536333,3001308.14,8.447,387,10.08,7.8,11.6,NA,0.012,0.2915,0.0035,0.0015,0.3025,86.9325,NA,1.233,NA,8.829,0.263,65.435,0.76,NA,NA,NA,NA,119.33
B50_B50_NSE711.NSE506,Iw72021,Intermittent,warm,Iw,5,7,35,2021,30,10,18S,Biofilm,0.02195425,1776369.87,8.422,387,10.44,5.6,13,NA,0.012,0.2965,0.003,0.0005,0.3085,88.4805,NA,1.2605,0.005,8.9275,0.273,66.2205,0.7915,NA,NA,NA,NA,123.33
B58_B58_NSE711.NSE511,Iw82021,Intermittent,warm,Iw,5,8,35,2021,36,2,18S,Biofilm,0.117415917,3516092.817,8.501,382,NA,9.6,49.2,NA,0.012,0.329,0.001,0.002,0.3315,85.922,NA,1.3095,0.021,8.6545,0.2995,64.7615,0.769,NA,NA,NA,NA,143.67
B66_B66_NSE712.NSE506,Iw92021,Intermittent,warm,Iw,5,9,35,2021,39,5,18S,Biofilm,0.158532167,4188580.247,8.467,387,10.01,8.8,13.2,NA,0.012,0.3245,0.0025,0.002,0.2835,89.2035,NA,1.299,NA,8.995,0.296,66.6725,0.758,NA,NA,NA,NA,118.33
B74_B74_NSE712.NSE511,Iw102021,Intermittent,warm,Iw,5,10,35,2021,44,10,18S,Biofilm,0.333898,7491604.209,8.491,388,9.98,7,11.2,NA,0.012,0.3225,0.002,0.0015,0.2865,89.1905,NA,1.286,NA,9.005,0.2665,67,0.778,NA,NA,NA,NA,127.33
B82_B82_NSE714.NSE506,Iw112021,Intermittent,warm,Iw,5,11,35,2021,49,15,18S,Biofilm,0.73918675,27274168.63,NA,388,9.98,7,11.2,NA,0.012,0.3225,0.002,0.0015,0.2865,89.1905,NA,1.286,NA,9.005,0.2665,67,0.778,NA,NA,NA,NA,127.33
C02_C02_NSE714.NSE511,Iw12021,Intermittent,warm,Iw,6,1,36,2021,4,NA,18S,Biofilm,0.025975917,5367979.07,8.468,382,NA,9.6,49.2,NA,0.012,0.329,0.001,0.002,0.3315,85.922,NA,1.3095,0.021,8.6545,0.2995,64.7615,0.769,NA,NA,NA,NA,143.67
C10_C10_NSE715.NSE506,Iw22021,Intermittent,warm,Iw,6,2,36,2021,8,NA,18S,Biofilm,0.079950917,20348557.69,8.372,382,NA,9.6,49.2,NA,0.012,0.329,0.001,0.002,0.3315,85.922,NA,1.3095,0.021,8.6545,0.2995,64.7615,0.769,NA,NA,NA,NA,143.67
C18_C18_NSE715.NSE511,Iw32021,Intermittent,warm,Iw,6,3,36,2021,11,NA,18S,Biofilm,0.061747583,9445546.41,8.405,379,NA,7.7,33.6,NA,0.012,0.3305,0.003,0.0025,0.326,86.4145,NA,1.2845,0.009,8.7505,0.28,65.484,0.808,NA,NA,NA,NA,178.67
C26_C26_NSE702.NSE506,Iw42021,Intermittent,warm,Iw,6,4,36,2021,16,NA,18S,Biofilm,0.141281333,10614591.69,8.388,363,9.42,8.8,165.2,NA,0.013,0.408,0.004,0.0015,0.3645,88.4185,NA,1.1755,0.008,8.2075,0.358,62.858,0.7605,NA,NA,NA,NA,884
C34_C34_NSE702.NSE511,Iw52021,Intermittent,warm,Iw,6,5,36,2021,21,1,18S,Biofilm,0.1526055,12377340.87,8.395,352,9.56,8.8,292.8,NA,0.0135,0.4025,0.0025,0.0025,0.365,93.478,NA,1.197,0.0165,8.3885,0.36,65.2145,0.838,NA,NA,NA,NA,462
C42_C42_NSE703.NSE506,Iw62021,Intermittent,warm,Iw,6,6,36,2021,25,5,18S,Biofilm,0.047883417,3190862.963,8.447,385,10.66,4.4,NA,NA,0.015,0.365,0.002,0.003,0.3345,86.814,NA,1.3275,0.012,8.9145,0.3265,66.3835,0.8095,NA,NA,NA,NA,171.33
C50_C50_NSE703.NSE511,Iw72021,Intermittent,warm,Iw,6,7,36,2021,30,10,18S,Biofilm,0.09497925,5151212.851,8.422,385,10.66,4.4,NA,NA,0.015,0.365,0.002,0.003,0.3345,86.814,NA,1.3275,0.012,8.9145,0.3265,66.3835,0.8095,NA,NA,NA,NA,171.33
C58_C58_NSE704.NSE506,Iw82021,Intermittent,warm,Iw,6,8,36,2021,36,2,18S,Biofilm,0.21594675,5549570.875,8.501,385,10.6,4.5,NA,NA,0.015,0.367,0.001,0.002,0.342,86.839,NA,1.319,0.0125,8.737,0.3185,65.108,0.789,NA,NA,NA,NA,170.67
C66_C66_NSE704.NSE511,Iw92021,Intermittent,warm,Iw,6,9,36,2021,39,5,18S,Biofilm,0.286908,8741835.017,8.467,399,10.37,6.4,8,NA,0.015,0.388,0.0015,0.002,0.338,91.538,NA,1.3685,0.0165,9.151,0.3125,67.6145,0.7855,NA,NA,NA,NA,159.33
C74_C74_NSE705.NSE506,Iw102021,Intermittent,warm,Iw,6,10,36,2021,44,10,18S,Biofilm,0.290929667,9395011.953,8.491,399,10.38,4.9,7.2,NA,0.015,0.3885,0.001,0.002,0.3425,91.118,NA,1.37,0.0155,9.1815,0.3165,67.9435,0.8155,NA,NA,NA,NA,148
C82_C82_NSE705.NSE511,Iw112021,Intermittent,warm,Iw,6,11,36,2021,49,15,18S,Biofilm,0.416871333,14010061.22,NA,399,10.38,4.9,7.2,NA,0.015,0.3885,0.001,0.002,0.3425,91.118,NA,1.37,0.0155,9.1815,0.3165,67.9435,0.8155,NA,NA,NA,NA,148
P02_P02_NSE702.NSE511,Iw52021,Intermittent,warm,Iw,4,5,35,2021,21,1,18S,Biofilm,0.1037105,11635072.95,8.395,397,10.14,8.3,19.2,NA,0.0145,0.392,0.0015,0.002,0.327,92.6635,NA,1.365,0.0165,9.235,0.318,67.54,0.79,NA,NA,NA,NA,150.67
P10_P10_NSE703.NSE506,Iw62021,Intermittent,warm,Iw,4,6,35,2021,25,5,18S,Biofilm,0.053175083,7176254.61,8.447,397,10.14,8.3,19.2,NA,0.0145,0.392,0.0015,0.002,0.327,92.6635,NA,1.365,0.0165,9.235,0.318,67.54,0.79,NA,NA,NA,NA,150.67
P18_P18_NSE703.NSE511,Iw72021,Intermittent,warm,Iw,4,7,35,2021,30,10,18S,Biofilm,0.04132175,1893374.22,8.422,397,10.02,6.6,21,NA,0.015,0.3875,0.0015,0.002,0.3335,92.8185,NA,1.3575,0.0095,9.1895,0.305,67.244,0.7985,NA,NA,NA,NA,200.67
P26_P26_NSE704.NSE506,Iw82021,Intermittent,warm,Iw,4,8,35,2021,36,2,18S,Biofilm,0.06576925,2423053.98,8.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P34_P34_NSE704.NSE511,Iw92021,Intermittent,warm,Iw,4,9,35,2021,39,5,18S,Biofilm,0.09656675,2596765.6,8.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P42_P42_NSE705.NSE506,Iw102021,Intermittent,warm,Iw,4,10,35,2021,44,10,18S,Biofilm,0.442588833,3654304.46,8.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X105A_105A_NSE719.NSE513,Nw142022,Natural,warm,Nw,1,14,38,2022,61,NA,18S,Biofilm,0.366953278,20092857.14,8.278,373,9.37,11.4,84.4,616,13,411,4.5,3.5,341.5,83634.5,11,1400.5,8,8732,392.5,63687,729,NA,NA,NA,NA,213
X105B_105B_NSE719.NSE513,Nw142022,Natural,warm,Nw,2,14,40,2022,61,NA,18S,Biofilm,0.824717722,46788878.87,8.278,373,9.37,11.4,84.4,616,13,411,4.5,3.5,341.5,83634.5,11,1400.5,8,8732,392.5,63687,729,NA,NA,NA,NA,213
X105C_105C_NSE719.NSE513,Nw142022,Natural,warm,Nw,3,14,42,2022,61,NA,18S,Biofilm,0.048853556,33440868.01,8.278,373,9.37,11.4,84.4,616,13,411,4.5,3.5,341.5,83634.5,11,1400.5,8,8732,392.5,63687,729,NA,NA,NA,NA,213
X113A_113A_NSE720.NSE513,Nw152022,Natural,warm,Nw,1,15,38,2022,67,NA,18S,Biofilm,0.777586611,37167929.29,8.393,399,8.95,13.6,31.1,445,12,459.5,12.5,3.5,308.5,89604,13.5,1688,22.5,9432,1129,65424,774,9.62,15.12,304.96,2.33,NA
X113B_113B_NSE720.NSE513,Nw152022,Natural,warm,Nw,2,15,40,2022,67,NA,18S,Biofilm,0.143786056,15354096.52,8.393,399,8.95,13.6,31.1,445,12,459.5,12.5,3.5,308.5,89604,13.5,1688,22.5,9432,1129,65424,774,9.62,15.12,304.96,2.33,NA
X113C_113C_NSE720.NSE513,Nw152022,Natural,warm,Nw,3,15,42,2022,67,NA,18S,Biofilm,0.217551889,21171789.32,8.393,399,8.95,13.6,31.1,445,12,459.5,12.5,3.5,308.5,89604,13.5,1688,22.5,9432,1129,65424,774,9.62,15.12,304.96,2.33,NA
X121A_121A_NSE721.NSE513,Nw162022,Natural,warm,Nw,1,16,38,2022,75,NA,18S,Biofilm,3.614731333,61065147.51,8.339,400,9.33,9.9,38.8,366,13,465.5,4.5,4,339.5,93003.5,10.5,1556.5,29.5,9504.5,383,67349,831.5,NA,NA,NA,NA,NA
X121B_121B_NSE721.NSE513,Nw162022,Natural,warm,Nw,2,16,40,2022,75,NA,18S,Biofilm,2.246518,50671626.98,8.339,400,9.33,9.9,38.8,366,13,465.5,4.5,4,339.5,93003.5,10.5,1556.5,29.5,9504.5,383,67349,831.5,NA,NA,NA,NA,NA
X121C_121C_NSE721.NSE513,Nw162022,Natural,warm,Nw,3,16,42,2022,75,NA,18S,Biofilm,1.321358278,37774282.51,8.339,400,9.33,9.9,38.8,366,13,465.5,4.5,4,339.5,93003.5,10.5,1556.5,29.5,9504.5,383,67349,831.5,NA,NA,NA,NA,NA
X129A_129A_NSE722.NSE513,Nw172022,Natural,warm,Nw,1,17,38,2022,82,NA,18S,Biofilm,2.278832444,26976406.93,8.368,400,9.38,10.7,90.8,516,13.5,476,9.5,3.5,336,90289.5,10.5,1579.5,10.5,9387.5,336.5,67299.5,782.5,NA,NA,NA,NA,205
X129B_129B_NSE722.NSE513,Nw172022,Natural,warm,Nw,2,17,40,2022,82,NA,18S,Biofilm,1.667009944,14225036.08,8.368,400,9.38,10.7,90.8,516,13.5,476,9.5,3.5,336,90289.5,10.5,1579.5,10.5,9387.5,336.5,67299.5,782.5,NA,NA,NA,NA,205
X129C_129C_NSE722.NSE513,Nw172022,Natural,warm,Nw,3,17,42,2022,82,NA,18S,Biofilm,1.582907722,36069264.07,8.368,400,9.38,10.7,90.8,516,13.5,476,9.5,3.5,336,90289.5,10.5,1579.5,10.5,9387.5,336.5,67299.5,782.5,NA,NA,NA,NA,205
X137A_137A_NSE723.NSE513,Nw182022,Natural,warm,Nw,1,18,38,2022,87,NA,18S,Biofilm,1.301391056,37758360.39,8.409,406,9.06,10.8,44.4,442,14,536,6,3.5,311.5,92376,11,1587.5,7,9333.5,338,66582,839,NA,NA,NA,NA,186
X137B_137B_NSE723.NSE513,Nw182022,Natural,warm,Nw,2,18,40,2022,87,NA,18S,Biofilm,1.3679955,20050072.15,8.409,406,9.06,10.8,44.4,442,14,536,6,3.5,311.5,92376,11,1587.5,7,9333.5,338,66582,839,NA,NA,NA,NA,186
X137C_137C_NSE723.NSE513,Nw182022,Natural,warm,Nw,3,18,42,2022,87,NA,18S,Biofilm,1.203424667,35620923.52,8.409,406,9.06,10.8,44.4,442,14,536,6,3.5,311.5,92376,11,1587.5,7,9333.5,338,66582,839,NA,NA,NA,NA,186
X145A_145A_NSE724.NSE513,Nw192022,Natural,warm,Nw,1,19,38,2022,89,NA,18S,Biofilm,1.774748278,47451082.25,8.288,402,9.4,10.6,78.9,520,13,564,8,4,316.5,91290,12.5,1651.5,15,9337.5,336,66692,778.5,NA,NA,NA,NA,174.7
X145B_145B_NSE724.NSE513,Nw192022,Natural,warm,Nw,2,19,40,2022,89,NA,18S,Biofilm,0.881832444,47505050.51,8.288,402,9.4,10.6,78.9,520,13,564,8,4,316.5,91290,12.5,1651.5,15,9337.5,336,66692,778.5,NA,NA,NA,NA,174.7
X145C_145C_NSE724.NSE513,Nw192022,Natural,warm,Nw,3,19,42,2022,89,NA,18S,Biofilm,1.171886333,46418975.47,8.288,402,9.4,10.6,78.9,520,13,564,8,4,316.5,91290,12.5,1651.5,15,9337.5,336,66692,778.5,NA,NA,NA,NA,174.7
